40 40 1
f -15.5 0 17.5
f -15.5 0 18.5
f -14.5 0 -18.5
f -14.5 0 -17.5
w -14.5 0 -16.5
w -14.5 0 -15.5
f -14.5 0 -14.5
f -14.5 0 -13.5
f -14.5 0 -12.5
f -14.5 0 -11.5
w -14.5 0 -10.5
w -14.5 0 -9.5
f -14.5 0 -8.5
f -14.5 0 -7.5
f -14.5 0 -0.5
f -14.5 0 0.5
f -14.5 0 7.5
f -14.5 0 8.5
w -14.5 0 9.5
w -14.5 0 10.5
f -14.5 0 11.5
f -14.5 0 12.5
f -14.5 0 13.5
f -14.5 0 14.5
f -14.5 0 15.5
f -14.5 0 16.5
f -14.5 0 17.5
f -14.5 0 18.5
f -13.5 0 -18.5
f -13.5 0 -17.5
w -13.5 0 -16.5
w -13.5 0 -15.5
f -13.5 0 -14.5
f -13.5 0 -13.5
f -13.5 0 -12.5
f -13.5 0 -11.5
w -13.5 0 -10.5
w -13.5 0 -9.5
f -13.5 0 -8.5
f -13.5 0 -7.5
f -13.5 0 -0.5
f -13.5 0 0.5
f -13.5 0 7.5
f -13.5 0 8.5
w -13.5 0 9.5
w -13.5 0 10.5
f -13.5 0 11.5
f -13.5 0 12.5
f -13.5 0 13.5
f -13.5 0 14.5
f -13.5 0 15.5
f -13.5 0 16.5
f -13.5 0 17.5
f -13.5 0 18.5
f -12.5 0 -18.5
f -12.5 0 -17.5
w -12.5 0 -16.5
w -12.5 0 -15.5
f -12.5 0 -14.5
f -12.5 0 -13.5
w -12.5 0 -12.5
w -12.5 0 -11.5
w -12.5 0 -10.5
w -12.5 0 -9.5
f -12.5 0 -8.5
f -12.5 0 -7.5
f -12.5 0 -0.5
f -12.5 0 0.5
f -12.5 0 7.5
f -12.5 0 8.5
w -12.5 0 9.5
w -12.5 0 10.5
f -12.5 0 11.5
f -12.5 0 12.5
w -12.5 0 13.5
w -12.5 0 14.5
w -12.5 0 15.5
w -12.5 0 16.5
f -12.5 0 17.5
f -12.5 0 18.5
f -11.5 0 -18.5
f -11.5 0 -17.5
w -11.5 0 -16.5
w -11.5 0 -15.5
f -11.5 0 -14.5
f -11.5 0 -13.5
w -11.5 0 -12.5
w -11.5 0 -11.5
w -11.5 0 -10.5
w -11.5 0 -9.5
f -11.5 0 -8.5
f -11.5 0 -7.5
f -11.5 0 -0.5
f -11.5 0 0.5
f -11.5 0 7.5
f -11.5 0 8.5
w -11.5 0 9.5
w -11.5 0 10.5
f -11.5 0 11.5
f -11.5 0 12.5
w -11.5 0 13.5
w -11.5 0 14.5
w -11.5 0 15.5
w -11.5 0 16.5
f -11.5 0 17.5
f -11.5 0 18.5
f -10.5 0 -18.5
f -10.5 0 -17.5
w -10.5 0 -16.5
w -10.5 0 -15.5
f -10.5 0 -14.5
f -10.5 0 -13.5
f -10.5 0 -12.5
f -10.5 0 -11.5
f -10.5 0 -10.5
f -10.5 0 -9.5
f -10.5 0 -8.5
f -10.5 0 -7.5
f -10.5 0 -6.5
f -10.5 0 -5.5
f -10.5 0 -4.5
f -10.5 0 -3.5
f -10.5 0 -2.5
f -10.5 0 -1.5
f -10.5 0 -0.5
f -10.5 0 0.5
f -10.5 0 1.5
f -10.5 0 2.5
f -10.5 0 3.5
f -10.5 0 4.5
f -10.5 0 5.5
f -10.5 0 6.5
f -10.5 0 7.5
f -10.5 0 8.5
f -10.5 0 9.5
f -10.5 0 10.5
f -10.5 0 11.5
f -10.5 0 12.5
f -10.5 0 13.5
f -10.5 0 14.5
f -10.5 0 15.5
f -10.5 0 16.5
f -10.5 0 17.5
f -10.5 0 18.5
f -9.5 0 -18.5
f -9.5 0 -17.5
w -9.5 0 -16.5
w -9.5 0 -15.5
f -9.5 0 -14.5
f -9.5 0 -13.5
f -9.5 0 -12.5
f -9.5 0 -11.5
f -9.5 0 -10.5
f -9.5 0 -9.5
f -9.5 0 -8.5
f -9.5 0 -7.5
f -9.5 0 -6.5
f -9.5 0 -5.5
f -9.5 0 -4.5
f -9.5 0 -3.5
f -9.5 0 -2.5
f -9.5 0 -1.5
f -9.5 0 -0.5
f -9.5 0 0.5
f -9.5 0 1.5
f -9.5 0 2.5
f -9.5 0 3.5
f -9.5 0 4.5
f -9.5 0 5.5
f -9.5 0 6.5
f -9.5 0 7.5
f -9.5 0 8.5
f -9.5 0 9.5
f -9.5 0 10.5
f -9.5 0 11.5
f -9.5 0 12.5
f -9.5 0 13.5
f -9.5 0 14.5
f -9.5 0 15.5
f -9.5 0 16.5
f -9.5 0 17.5
f -9.5 0 18.5
f -8.5 0 -18.5
f -8.5 0 -17.5
w -8.5 0 -16.5
w -8.5 0 -15.5
w -8.5 0 -14.5
w -8.5 0 -13.5
f -8.5 0 -12.5
f -8.5 0 -11.5
w -8.5 0 -10.5
w -8.5 0 -9.5
f -8.5 0 -8.5
f -8.5 0 -7.5
w -8.5 0 -6.5
w -8.5 0 -5.5
w -8.5 0 -4.5
w -8.5 0 -3.5
w -8.5 0 -2.5
w -8.5 0 -1.5
f -8.5 0 -0.5
f -8.5 0 0.5
w -8.5 0 1.5
w -8.5 0 2.5
w -8.5 0 3.5
w -8.5 0 4.5
w -8.5 0 5.5
w -8.5 0 6.5
w -8.5 0 7.5
w -8.5 0 8.5
w -8.5 0 9.5
w -8.5 0 10.5
f -8.5 0 11.5
f -8.5 0 12.5
w -8.5 0 13.5
w -8.5 0 14.5
f -8.5 0 15.5
f -8.5 0 16.5
w -8.5 0 17.5
w -8.5 0 18.5
f -7.5 0 -18.5
f -7.5 0 -17.5
w -7.5 0 -16.5
w -7.5 0 -15.5
w -7.5 0 -14.5
w -7.5 0 -13.5
f -7.5 0 -12.5
f -7.5 0 -11.5
w -7.5 0 -10.5
w -7.5 0 -9.5
f -7.5 0 -8.5
f -7.5 0 -7.5
w -7.5 0 -6.5
w -7.5 0 -5.5
w -7.5 0 -4.5
w -7.5 0 -3.5
w -7.5 0 -2.5
w -7.5 0 -1.5
f -7.5 0 -0.5
f -7.5 0 0.5
w -7.5 0 1.5
w -7.5 0 2.5
w -7.5 0 3.5
w -7.5 0 4.5
w -7.5 0 5.5
w -7.5 0 6.5
w -7.5 0 7.5
w -7.5 0 8.5
w -7.5 0 9.5
w -7.5 0 10.5
f -7.5 0 11.5
f -7.5 0 12.5
w -7.5 0 13.5
w -7.5 0 14.5
f -7.5 0 15.5
f -7.5 0 16.5
w -7.5 0 17.5
w -7.5 0 18.5
f -6.5 0 -18.5
f -6.5 0 -17.5
f -6.5 0 -16.5
f -6.5 0 -15.5
f -6.5 0 -14.5
f -6.5 0 -13.5
f -6.5 0 -12.5
f -6.5 0 -11.5
w -6.5 0 -10.5
w -6.5 0 -9.5
f -6.5 0 -8.5
f -6.5 0 -7.5
f -6.5 0 -6.5
f -6.5 0 -5.5
f -6.5 0 -4.5
f -6.5 0 -3.5
f -6.5 0 -2.5
f -6.5 0 -1.5
f -6.5 0 -0.5
f -6.5 0 0.5
f -6.5 0 1.5
f -6.5 0 2.5
f -6.5 0 3.5
f -6.5 0 4.5
w -6.5 0 5.5
w -6.5 0 6.5
f -6.5 0 7.5
f -6.5 0 8.5
f -6.5 0 9.5
f -6.5 0 10.5
f -6.5 0 11.5
f -6.5 0 12.5
w -6.5 0 13.5
w -6.5 0 14.5
f -6.5 0 15.5
f -6.5 0 16.5
f -6.5 0 17.5
f -6.5 0 18.5
f -5.5 0 -18.5
f -5.5 0 -17.5
f -5.5 0 -16.5
f -5.5 0 -15.5
f -5.5 0 -14.5
f -5.5 0 -13.5
f -5.5 0 -12.5
f -5.5 0 -11.5
w -5.5 0 -10.5
w -5.5 0 -9.5
f -5.5 0 -8.5
f -5.5 0 -7.5
f -5.5 0 -6.5
f -5.5 0 -5.5
f -5.5 0 -4.5
f -5.5 0 -3.5
f -5.5 0 -2.5
f -5.5 0 -1.5
f -5.5 0 -0.5
f -5.5 0 0.5
f -5.5 0 1.5
f -5.5 0 2.5
f -5.5 0 3.5
f -5.5 0 4.5
w -5.5 0 5.5
w -5.5 0 6.5
f -5.5 0 7.5
f -5.5 0 8.5
f -5.5 0 9.5
f -5.5 0 10.5
f -5.5 0 11.5
f -5.5 0 12.5
w -5.5 0 13.5
w -5.5 0 14.5
f -5.5 0 15.5
f -5.5 0 16.5
f -5.5 0 17.5
f -5.5 0 18.5
f -4.5 0 -18.5
f -4.5 0 -17.5
w -4.5 0 -16.5
w -4.5 0 -15.5
f -4.5 0 -14.5
f -4.5 0 -13.5
w -4.5 0 -12.5
w -4.5 0 -11.5
w -4.5 0 -10.5
w -4.5 0 -9.5
f -4.5 0 -8.5
f -4.5 0 -7.5
w -4.5 0 -6.5
w -4.5 0 -5.5
f -4.5 0 -4.5
f -4.5 0 -3.5
w -4.5 0 -2.5
w -4.5 0 -1.5
w -4.5 0 -0.5
w -4.5 0 0.5
w -4.5 0 1.5
w -4.5 0 2.5
f -4.5 0 3.5
f -4.5 0 4.5
w -4.5 0 5.5
w -4.5 0 6.5
f -4.5 0 7.5
f -4.5 0 8.5
w -4.5 0 9.5
w -4.5 0 10.5
f -4.5 0 11.5
f -4.5 0 12.5
w -4.5 0 13.5
w -4.5 0 14.5
w -4.5 0 15.5
w -4.5 0 16.5
f -4.5 0 17.5
f -4.5 0 18.5
f -3.5 0 -18.5
f -3.5 0 -17.5
w -3.5 0 -16.5
w -3.5 0 -15.5
f -3.5 0 -14.5
f -3.5 0 -13.5
w -3.5 0 -12.5
w -3.5 0 -11.5
w -3.5 0 -10.5
w -3.5 0 -9.5
f -3.5 0 -8.5
f -3.5 0 -7.5
w -3.5 0 -6.5
w -3.5 0 -5.5
f -3.5 0 -4.5
f -3.5 0 -3.5
w -3.5 0 -2.5
f -3.5 0 -1.5
f -3.5 0 -0.5
f -3.5 0 0.5
f -3.5 0 1.5
w -3.5 0 2.5
f -3.5 0 3.5
f -3.5 0 4.5
w -3.5 0 5.5
w -3.5 0 6.5
f -3.5 0 7.5
f -3.5 0 8.5
w -3.5 0 9.5
w -3.5 0 10.5
f -3.5 0 11.5
f -3.5 0 12.5
w -3.5 0 13.5
w -3.5 0 14.5
w -3.5 0 15.5
w -3.5 0 16.5
f -3.5 0 17.5
f -3.5 0 18.5
f -2.5 0 -18.5
f -2.5 0 -17.5
w -2.5 0 -16.5
w -2.5 0 -15.5
f -2.5 0 -14.5
f -2.5 0 -13.5
f -2.5 0 -12.5
f -2.5 0 -11.5
f -2.5 0 -10.5
f -2.5 0 -9.5
f -2.5 0 -8.5
f -2.5 0 -7.5
w -2.5 0 -6.5
w -2.5 0 -5.5
f -2.5 0 -4.5
f -2.5 0 -3.5
w -2.5 0 -2.5
f -2.5 0 -1.5
f -2.5 0 -0.5
f -2.5 0 0.5
f -2.5 0 1.5
w -2.5 0 2.5
f -2.5 0 3.5
f -2.5 0 4.5
f -2.5 0 5.5
f -2.5 0 6.5
f -2.5 0 7.5
f -2.5 0 8.5
w -2.5 0 9.5
w -2.5 0 10.5
f -2.5 0 11.5
f -2.5 0 12.5
f -2.5 0 13.5
f -2.5 0 14.5
f -2.5 0 15.5
f -2.5 0 16.5
f -2.5 0 17.5
f -2.5 0 18.5
f -1.5 0 -18.5
f -1.5 0 -17.5
w -1.5 0 -16.5
w -1.5 0 -15.5
f -1.5 0 -14.5
f -1.5 0 -13.5
f -1.5 0 -12.5
f -1.5 0 -11.5
f -1.5 0 -10.5
f -1.5 0 -9.5
f -1.5 0 -8.5
f -1.5 0 -7.5
w -1.5 0 -6.5
w -1.5 0 -5.5
f -1.5 0 -4.5
f -1.5 0 -3.5
w -1.5 0 -2.5
f -1.5 0 -1.5
f -1.5 0 -0.5
f -1.5 0 0.5
f -1.5 0 1.5
w -1.5 0 2.5
f -1.5 0 3.5
f -1.5 0 4.5
f -1.5 0 5.5
f -1.5 0 6.5
f -1.5 0 7.5
f -1.5 0 8.5
w -1.5 0 9.5
w -1.5 0 10.5
f -1.5 0 11.5
f -1.5 0 12.5
f -1.5 0 13.5
f -1.5 0 14.5
f -1.5 0 15.5
f -1.5 0 16.5
f -1.5 0 17.5
f -1.5 0 18.5
f -0.5 0 -18.5
f -0.5 0 -17.5
w -0.5 0 -16.5
w -0.5 0 -15.5
w -0.5 0 -14.5
w -0.5 0 -13.5
f -0.5 0 -12.5
f -0.5 0 -11.5
w -0.5 0 -10.5
w -0.5 0 -9.5
w -0.5 0 -8.5
w -0.5 0 -7.5
w -0.5 0 -6.5
w -0.5 0 -5.5
f -0.5 0 -4.5
f -0.5 0 -3.5
w -0.5 0 -2.5
f -0.5 0 -1.5
f -0.5 0 -0.5
f -0.5 0 0.5
f -0.5 0 1.5
f -0.5 0 2.5
f -0.5 0 3.5
f -0.5 0 4.5
w -0.5 0 5.5
w -0.5 0 6.5
w -0.5 0 7.5
w -0.5 0 8.5
w -0.5 0 9.5
w -0.5 0 10.5
f -0.5 0 11.5
f -0.5 0 12.5
w -0.5 0 13.5
w -0.5 0 14.5
w -0.5 0 15.5
w -0.5 0 16.5
w -0.5 0 17.5
w -0.5 0 18.5
f 0.5 0 -18.5
f 0.5 0 -17.5
w 0.5 0 -16.5
w 0.5 0 -15.5
w 0.5 0 -14.5
w 0.5 0 -13.5
f 0.5 0 -12.5
f 0.5 0 -11.5
w 0.5 0 -10.5
w 0.5 0 -9.5
w 0.5 0 -8.5
w 0.5 0 -7.5
w 0.5 0 -6.5
w 0.5 0 -5.5
f 0.5 0 -4.5
f 0.5 0 -3.5
w 0.5 0 -2.5
f 0.5 0 -1.5
f 0.5 0 -0.5
f 0.5 0 0.5
f 0.5 0 1.5
f 0.5 0 2.5
f 0.5 0 3.5
f 0.5 0 4.5
w 0.5 0 5.5
w 0.5 0 6.5
w 0.5 0 7.5
w 0.5 0 8.5
w 0.5 0 9.5
w 0.5 0 10.5
f 0.5 0 11.5
f 0.5 0 12.5
w 0.5 0 13.5
w 0.5 0 14.5
w 0.5 0 15.5
w 0.5 0 16.5
w 0.5 0 17.5
w 0.5 0 18.5
f 1.5 0 -18.5
f 1.5 0 -17.5
w 1.5 0 -16.5
w 1.5 0 -15.5
f 1.5 0 -14.5
f 1.5 0 -13.5
f 1.5 0 -12.5
f 1.5 0 -11.5
f 1.5 0 -10.5
f 1.5 0 -9.5
f 1.5 0 -8.5
f 1.5 0 -7.5
w 1.5 0 -6.5
w 1.5 0 -5.5
f 1.5 0 -4.5
f 1.5 0 -3.5
w 1.5 0 -2.5
f 1.5 0 -1.5
f 1.5 0 -0.5
f 1.5 0 0.5
f 1.5 0 1.5
w 1.5 0 2.5
f 1.5 0 3.5
f 1.5 0 4.5
f 1.5 0 5.5
f 1.5 0 6.5
f 1.5 0 7.5
f 1.5 0 8.5
w 1.5 0 9.5
w 1.5 0 10.5
f 1.5 0 11.5
f 1.5 0 12.5
f 1.5 0 13.5
f 1.5 0 14.5
f 1.5 0 15.5
f 1.5 0 16.5
f 1.5 0 17.5
f 1.5 0 18.5
f 2.5 0 -18.5
f 2.5 0 -17.5
w 2.5 0 -16.5
w 2.5 0 -15.5
f 2.5 0 -14.5
f 2.5 0 -13.5
f 2.5 0 -12.5
f 2.5 0 -11.5
f 2.5 0 -10.5
f 2.5 0 -9.5
f 2.5 0 -8.5
f 2.5 0 -7.5
w 2.5 0 -6.5
w 2.5 0 -5.5
f 2.5 0 -4.5
f 2.5 0 -3.5
w 2.5 0 -2.5
f 2.5 0 -1.5
f 2.5 0 -0.5
f 2.5 0 0.5
f 2.5 0 1.5
w 2.5 0 2.5
f 2.5 0 3.5
f 2.5 0 4.5
f 2.5 0 5.5
f 2.5 0 6.5
f 2.5 0 7.5
f 2.5 0 8.5
w 2.5 0 9.5
w 2.5 0 10.5
f 2.5 0 11.5
f 2.5 0 12.5
f 2.5 0 13.5
f 2.5 0 14.5
f 2.5 0 15.5
f 2.5 0 16.5
f 2.5 0 17.5
f 2.5 0 18.5
f 3.5 0 -18.5
f 3.5 0 -17.5
w 3.5 0 -16.5
w 3.5 0 -15.5
f 3.5 0 -14.5
f 3.5 0 -13.5
w 3.5 0 -12.5
w 3.5 0 -11.5
w 3.5 0 -10.5
w 3.5 0 -9.5
f 3.5 0 -8.5
f 3.5 0 -7.5
w 3.5 0 -6.5
w 3.5 0 -5.5
f 3.5 0 -4.5
f 3.5 0 -3.5
w 3.5 0 -2.5
f 3.5 0 -1.5
f 3.5 0 -0.5
f 3.5 0 0.5
f 3.5 0 1.5
w 3.5 0 2.5
f 3.5 0 3.5
f 3.5 0 4.5
w 3.5 0 5.5
w 3.5 0 6.5
f 3.5 0 7.5
f 3.5 0 8.5
w 3.5 0 9.5
w 3.5 0 10.5
f 3.5 0 11.5
f 3.5 0 12.5
w 3.5 0 13.5
w 3.5 0 14.5
w 3.5 0 15.5
w 3.5 0 16.5
f 3.5 0 17.5
f 3.5 0 18.5
f 4.5 0 -18.5
f 4.5 0 -17.5
w 4.5 0 -16.5
w 4.5 0 -15.5
f 4.5 0 -14.5
f 4.5 0 -13.5
w 4.5 0 -12.5
w 4.5 0 -11.5
w 4.5 0 -10.5
w 4.5 0 -9.5
f 4.5 0 -8.5
f 4.5 0 -7.5
w 4.5 0 -6.5
w 4.5 0 -5.5
f 4.5 0 -4.5
f 4.5 0 -3.5
w 4.5 0 -2.5
w 4.5 0 -1.5
w 4.5 0 -0.5
w 4.5 0 0.5
w 4.5 0 1.5
w 4.5 0 2.5
f 4.5 0 3.5
f 4.5 0 4.5
w 4.5 0 5.5
w 4.5 0 6.5
f 4.5 0 7.5
f 4.5 0 8.5
w 4.5 0 9.5
w 4.5 0 10.5
f 4.5 0 11.5
f 4.5 0 12.5
w 4.5 0 13.5
w 4.5 0 14.5
w 4.5 0 15.5
w 4.5 0 16.5
f 4.5 0 17.5
f 4.5 0 18.5
f 5.5 0 -18.5
f 5.5 0 -17.5
f 5.5 0 -16.5
f 5.5 0 -15.5
f 5.5 0 -14.5
f 5.5 0 -13.5
f 5.5 0 -12.5
f 5.5 0 -11.5
w 5.5 0 -10.5
w 5.5 0 -9.5
f 5.5 0 -8.5
f 5.5 0 -7.5
f 5.5 0 -6.5
f 5.5 0 -5.5
f 5.5 0 -4.5
f 5.5 0 -3.5
f 5.5 0 -2.5
f 5.5 0 -1.5
f 5.5 0 -0.5
f 5.5 0 0.5
f 5.5 0 1.5
f 5.5 0 2.5
f 5.5 0 3.5
f 5.5 0 4.5
w 5.5 0 5.5
w 5.5 0 6.5
f 5.5 0 7.5
f 5.5 0 8.5
f 5.5 0 9.5
f 5.5 0 10.5
f 5.5 0 11.5
f 5.5 0 12.5
w 5.5 0 13.5
w 5.5 0 14.5
f 5.5 0 15.5
f 5.5 0 16.5
f 5.5 0 17.5
f 5.5 0 18.5
f 6.5 0 -18.5
f 6.5 0 -17.5
f 6.5 0 -16.5
f 6.5 0 -15.5
f 6.5 0 -14.5
f 6.5 0 -13.5
f 6.5 0 -12.5
f 6.5 0 -11.5
w 6.5 0 -10.5
w 6.5 0 -9.5
f 6.5 0 -8.5
f 6.5 0 -7.5
f 6.5 0 -6.5
f 6.5 0 -5.5
f 6.5 0 -4.5
f 6.5 0 -3.5
f 6.5 0 -2.5
f 6.5 0 -1.5
f 6.5 0 -0.5
f 6.5 0 0.5
f 6.5 0 1.5
f 6.5 0 2.5
f 6.5 0 3.5
f 6.5 0 4.5
w 6.5 0 5.5
w 6.5 0 6.5
f 6.5 0 7.5
f 6.5 0 8.5
f 6.5 0 9.5
f 6.5 0 10.5
f 6.5 0 11.5
f 6.5 0 12.5
w 6.5 0 13.5
w 6.5 0 14.5
f 6.5 0 15.5
f 6.5 0 16.5
f 6.5 0 17.5
f 6.5 0 18.5
f 7.5 0 -18.5
f 7.5 0 -17.5
w 7.5 0 -16.5
w 7.5 0 -15.5
w 7.5 0 -14.5
w 7.5 0 -13.5
f 7.5 0 -12.5
f 7.5 0 -11.5
w 7.5 0 -10.5
w 7.5 0 -9.5
f 7.5 0 -8.5
f 7.5 0 -7.5
w 7.5 0 -6.5
w 7.5 0 -5.5
w 7.5 0 -4.5
w 7.5 0 -3.5
w 7.5 0 -2.5
w 7.5 0 -1.5
f 7.5 0 -0.5
f 7.5 0 0.5
w 7.5 0 1.5
w 7.5 0 2.5
w 7.5 0 3.5
w 7.5 0 4.5
w 7.5 0 5.5
w 7.5 0 6.5
w 7.5 0 7.5
w 7.5 0 8.5
w 7.5 0 9.5
w 7.5 0 10.5
f 7.5 0 11.5
f 7.5 0 12.5
w 7.5 0 13.5
w 7.5 0 14.5
f 7.5 0 15.5
f 7.5 0 16.5
w 7.5 0 17.5
w 7.5 0 18.5
f 8.5 0 -18.5
f 8.5 0 -17.5
w 8.5 0 -16.5
w 8.5 0 -15.5
w 8.5 0 -14.5
w 8.5 0 -13.5
f 8.5 0 -12.5
f 8.5 0 -11.5
w 8.5 0 -10.5
w 8.5 0 -9.5
f 8.5 0 -8.5
f 8.5 0 -7.5
w 8.5 0 -6.5
w 8.5 0 -5.5
w 8.5 0 -4.5
w 8.5 0 -3.5
w 8.5 0 -2.5
w 8.5 0 -1.5
f 8.5 0 -0.5
f 8.5 0 0.5
w 8.5 0 1.5
w 8.5 0 2.5
w 8.5 0 3.5
w 8.5 0 4.5
w 8.5 0 5.5
w 8.5 0 6.5
w 8.5 0 7.5
w 8.5 0 8.5
w 8.5 0 9.5
w 8.5 0 10.5
f 8.5 0 11.5
f 8.5 0 12.5
w 8.5 0 13.5
w 8.5 0 14.5
f 8.5 0 15.5
f 8.5 0 16.5
w 8.5 0 17.5
w 8.5 0 18.5
f 9.5 0 -18.5
f 9.5 0 -17.5
w 9.5 0 -16.5
w 9.5 0 -15.5
f 9.5 0 -14.5
f 9.5 0 -13.5
f 9.5 0 -12.5
f 9.5 0 -11.5
f 9.5 0 -10.5
f 9.5 0 -9.5
f 9.5 0 -8.5
f 9.5 0 -7.5
f 9.5 0 -6.5
f 9.5 0 -5.5
f 9.5 0 -4.5
f 9.5 0 -3.5
f 9.5 0 -2.5
f 9.5 0 -1.5
f 9.5 0 -0.5
f 9.5 0 0.5
f 9.5 0 1.5
f 9.5 0 2.5
f 9.5 0 3.5
f 9.5 0 4.5
f 9.5 0 5.5
f 9.5 0 6.5
f 9.5 0 7.5
f 9.5 0 8.5
f 9.5 0 9.5
f 9.5 0 10.5
f 9.5 0 11.5
f 9.5 0 12.5
f 9.5 0 13.5
f 9.5 0 14.5
f 9.5 0 15.5
f 9.5 0 16.5
f 9.5 0 17.5
f 9.5 0 18.5
f 10.5 0 -18.5
f 10.5 0 -17.5
w 10.5 0 -16.5
w 10.5 0 -15.5
f 10.5 0 -14.5
f 10.5 0 -13.5
f 10.5 0 -12.5
f 10.5 0 -11.5
f 10.5 0 -10.5
f 10.5 0 -9.5
f 10.5 0 -8.5
f 10.5 0 -7.5
f 10.5 0 -6.5
f 10.5 0 -5.5
f 10.5 0 -4.5
f 10.5 0 -3.5
f 10.5 0 -2.5
f 10.5 0 -1.5
f 10.5 0 -0.5
f 10.5 0 0.5
f 10.5 0 1.5
f 10.5 0 2.5
f 10.5 0 3.5
f 10.5 0 4.5
f 10.5 0 5.5
f 10.5 0 6.5
f 10.5 0 7.5
f 10.5 0 8.5
f 10.5 0 9.5
f 10.5 0 10.5
f 10.5 0 11.5
f 10.5 0 12.5
f 10.5 0 13.5
f 10.5 0 14.5
f 10.5 0 15.5
f 10.5 0 16.5
f 10.5 0 17.5
f 10.5 0 18.5
f 11.5 0 -18.5
f 11.5 0 -17.5
w 11.5 0 -16.5
w 11.5 0 -15.5
f 11.5 0 -14.5
f 11.5 0 -13.5
w 11.5 0 -12.5
w 11.5 0 -11.5
w 11.5 0 -10.5
w 11.5 0 -9.5
f 11.5 0 -8.5
f 11.5 0 -7.5
f 11.5 0 -0.5
f 11.5 0 0.5
f 11.5 0 7.5
f 11.5 0 8.5
w 11.5 0 9.5
w 11.5 0 10.5
f 11.5 0 11.5
f 11.5 0 12.5
w 11.5 0 13.5
w 11.5 0 14.5
w 11.5 0 15.5
w 11.5 0 16.5
f 11.5 0 17.5
f 11.5 0 18.5
f 12.5 0 -18.5
f 12.5 0 -17.5
w 12.5 0 -16.5
w 12.5 0 -15.5
f 12.5 0 -14.5
f 12.5 0 -13.5
w 12.5 0 -12.5
w 12.5 0 -11.5
w 12.5 0 -10.5
w 12.5 0 -9.5
f 12.5 0 -8.5
f 12.5 0 -7.5
f 12.5 0 -0.5
f 12.5 0 0.5
f 12.5 0 7.5
f 12.5 0 8.5
w 12.5 0 9.5
w 12.5 0 10.5
f 12.5 0 11.5
f 12.5 0 12.5
w 12.5 0 13.5
w 12.5 0 14.5
w 12.5 0 15.5
w 12.5 0 16.5
f 12.5 0 17.5
f 12.5 0 18.5
f 13.5 0 -18.5
f 13.5 0 -17.5
w 13.5 0 -16.5
w 13.5 0 -15.5
f 13.5 0 -14.5
f 13.5 0 -13.5
f 13.5 0 -12.5
f 13.5 0 -11.5
w 13.5 0 -10.5
w 13.5 0 -9.5
f 13.5 0 -8.5
f 13.5 0 -7.5
f 13.5 0 -0.5
f 13.5 0 0.5
f 13.5 0 7.5
f 13.5 0 8.5
w 13.5 0 9.5
w 13.5 0 10.5
f 13.5 0 11.5
f 13.5 0 12.5
f 13.5 0 13.5
f 13.5 0 14.5
